,1,2,3
1912,Null,serrated,Null
1913,Null,Zamboni,Null
1914,Null,chromosome,Null
1915,Null,delphinium,Null
1916,Null,apocalypse,Null
1917,Null,tupelo,Null
1918,Null,poblano,Null
1919,Null,blarney,Null
1920,Null,braggart,Null
1921,Null,obelisk,Null
1922,Null,cemetery,Null
1923,Null,cadaverous,Null
1924,Null,conclave,Null
1925,Null,diacritic,Null
1926,Null,relentlessly,Null
1927,Null,diurnal,Null
1928,Null,anticoagulant,Null
1929,Null,prowess,Null
1930,Null,Gregorian,Null
1931,Null,mephitic,Null
1932,Null,opalescence,Null
1933,Null,prejudice,Null
1934,Null,euro,Null
1935,Null,dromedary,Null
1936,Null,rebuff,Null
1937,Null,complementary,Null
1938,Null,polyglot,Null
1939,Null,bombastic,Null
1940,Null,Gouda,Null
1941,Null,squalid,Null
1942,Null,taverna,Null
1943,Null,Philistine,Null
1944,Null,velociraptor,Null
1945,Null,cistern,Null
1946,Null,endocrine,Null
1947,Null,tracheotomy,Null
1948,Null,illicitly,Null
1949,Null,dyspeptic,Null
1950,Null,puree,Null
1951,Null,exquisite,Null
1952,Null,presumptuous,Null
1953,Null,firmament,Null
1954,Null,cribbage,Null
1955,Null,inglorious,Null
1956,Null,manticore,Null
1957,Null,epsilon,Null
1958,Null,doubt,Null
1959,Null,paramountcy,Null
1960,Null,crith,Null
1961,Null,louche,Null
1962,Null,chronometer,Null
1963,Null,petroglyphs,Null
1964,Null,unkempt,Null
1965,Null,sultana,Null
1966,Null,Namibian,Null
1967,Null,avatar,Null
1968,Null,cherubic,Null
1969,Null,specious,Null
1970,Null,cursive,Null
1971,Null,agrarian,Null
1972,Null,tricenary,Null
1973,Null,grandiloquent,Null
1974,Null,wherewithal,Null
1975,Null,pumice,Null
1976,Null,binoculars,Null
1977,Null,collapsar,Null
1978,Null,triste,Null
1979,Null,armature,Null
1980,Null,inquisitor,Null
1981,Null,zodiac,Null
1982,Null,apportion,Null
1983,Null,exhibition,Null
1984,Null,interred,Null
1985,Null,maidenhair,Null
1986,Null,chemistry,Null
1987,Null,artery,Null
1988,Null,gurney,Null
1989,Null,ministrations,Null
1990,Null,legerity,Null
1991,Null,aureole,Null
1992,Null,spinosity,Null
1993,Null,demerits,Null
1994,Null,grande dame,Null
1995,Null,domesticity,Null
1996,Null,procurement,Null
1997,Null,Acadians,Null
1998,Null,prespinous,Null
1999,Null,diaspora,Null
2000,Null,verism,Null
2001,Null,episcopal,Null
2002,Null,cribo,Null
2003,Null,Gippsland,Null
2004,Null,cladistics,Null
2005,Null,pious,Null
2006,Null,dramatization,Null
2007,Null,consecrate,Null
2008,Null,colubrine,Null
2009,Null,froward,Null
2010,Null,gasiform,Null
2011,Null,borough,Null
2012,Null,nonconformist,Null
2013,Null,trituration,Null
2014,Null,immie,Null
2015,Null,ensconced,Null
2016,Null,valuator,Null
2017,Null,volatile,Null
2018,Null,château,Null
2019,Null,neoterism,Null
2020,Null,aretalogy,Null
2021,Null,cattalo,Null
2022,Null,deserter,Null
2023,Null,gnocchi,Null
2024,Null,erroneous,Null
2025,Null,interregnum,Null
2026,Null,sessile,Null
2027,Null,OR catalo,Null
2028,Null,jankers,Null
2029,Null,surety,Null
2030,Null,tam-o’-shanter,Null
2031,Null,viaticum,Null
2032,Null,du jour,Null
2033,Null,hypogeous,Null
2034,Null,Evactor,Null
2035,Null,pileus,Null
2036,Null,trillado,Null
2037,Null,homiletics,Null
2038,Null,lanceolate,Null
2040,Null,possessive,Null
2041,Null,fez,Null
2042,Null,per se,Null
2043,Null,psalmody,Null
2044,Null,bowsprit,Null
2046,Null,venial,Null
2047,Null,glengarry,Null
2048,Null,peradventure,Null
2049,Null,omnilegent,Null
2050,Null,Charon,Null
2052,Null,seton,Null
2053,Null,commissioner,Null
2054,Null,Ryeland,Null
2055,Null,princeps,Null
2056,Null,chupacabra,Null
